8	month	time
10000	1	92.69796296296296
10000	2	79.40663194444446
10000	3	6.736527777777779
10000	4	0.8078073286052009
10000	5	7.105197428833793
10000	6	31.024321378340368
10000	7	48.55131313131313
10000	8	69.23837962962963
10000	9	28.875324074074072
10001	1	196.24041907728827
10001	2	258.59770712909443
10001	3	141.61138362794614
10001	4	58.22143111518111
10001	5	57.69396264908977
10001	6	56.22385224447062
10001	7	50.38285819337698
10001	8	50.6846169497523
10001	9	18.69497258127693
10002	1	157.0043048348571
10002	2	157.40817330016586
10002	3	150.39969241300125
10002	4	92.930243955095
10002	5	56.6648213071168
10002	6	62.59021348105638
10002	7	74.3346062255723
10002	8	55.27854374026678
10002	9	23.107216971544712
10003	1	176.38697872434537
10003	2	188.39110620611316
10003	3	205.00697983184335
10003	4	82.2141206244664
10003	5	60.448189215386186
10003	6	87.4554720153114
10003	7	116.89800964378
10003	8	80.50811391784728
10003	9	30.795064970089243
10004	1	60.83554882737409
10004	2	116.80856550580432
10004	3	175.87732055063913
10004	4	142.40015624999998
10004	5	64.74443406022846
10004	6	55.0547653256705
10004	7	103.46902287581699
10004	8	83.74068181818181
10004	9	38.7775582437276
10005	1	63.470904605263165
10005	2	87.25359241452992
10005	3	222.3372810218978
10005	4	35.7907283197832
10005	5	133.5454096045198
10005	6	70.24739923747276
10005	7	82.86349910394264
10005	8	58.25532505910166
10005	9	20.541736736736738
10006	1	131.28956304619226
10006	2	112.74118253968254
10006	3	262.8789030131827
10006	4	57.074050387596905
10006	5	71.13775793650794
10006	6	87.44265729585007
10006	7	93.38681341719077
10006	8	66.02162326388888
10006	9	35.10999614197531
10007	1	116.60944878472223
10007	2	137.01974537037037
10007	3	99.86189876543209
10007	4	94.9015101010101
10007	5	44.69583190148912
10007	6	125.12608168549906
10007	7	98.75827949438202
10007	8	78.20197463768116
10007	9	34.563245294474804
10009	1	140.41539651837525
10009	2	124.44796531854752
10009	3	189.79352084972462
10009	4	54.20878117913832
10009	5	35.2912663723326
10009	6	48.887474875950005
10009	7	88.10785724606271
10009	8	54.01951913543526
10009	9	21.138944266524334
10010	1	278.13703101030023
10010	2	198.11889895759302
10010	3	94.44451668530948
10010	4	61.84257020091988
10010	5	73.4847701486698
10010	6	55.49011177136389
10010	7	141.0691158234127
10010	8	60.4439253647587
10010	9	30.696140740740738
10011	1	185.7942157035471
10011	2	204.50648999999999
10011	3	180.68247991557735
10011	4	86.35428497139885
10011	5	82.50067080045096
10011	6	105.20455164813144
10011	7	118.70480292588562
10011	8	66.06862127735917
10011	9	30.509944444444447
10012	1	176.29371712962964
10012	2	171.04258469945356
10012	3	241.1930424903431
10012	4	65.31367728531856
10012	5	116.54994889267464
10012	6	87.88528918214402
10012	7	166.08665820868947
10012	8	80.82150165016502
10012	9	29.321986404833837
10013	1	132.29491398358584
10013	2	124.78300144853443
10013	3	167.6353755144033
10013	4	88.80223734873486
10013	5	43.085440596846844
10013	6	89.9233231599434
10013	7	85.13025191455058
10013	8	65.68122401937802
10013	9	29.52582070707071
10014	1	180.9893143888137
10014	2	131.60418977979492
10014	3	283.5113163452709
10014	4	83.8315362962963
10014	5	57.14067200388162
10014	6	99.27291028845153
10014	7	157.43209234077173
10014	8	66.72286676140209
10014	9	32.72805186660764
10016	1	126.88223256635382
10016	2	190.73201755651758
10016	3	144.53628070175438
10016	4	85.91612460638777
10016	5	56.63350926850927
10016	6	112.59062093047679
10016	7	109.14384885378962
10016	8	134.3410734299517
10016	9	62.50459350221399
10017	1	304.55148903508774
10017	2	310.83653708668453
10017	3	288.85150041305246
10017	4	68.41254247015611
10017	5	44.15547839506173
10017	6	75.5207365466512
10017	7	106.82646599070553
10017	8	92.03751543209877
10017	9	23.897989356178606
10018	1	187.89805476641413
10018	2	313.7573168789809
10018	3	270.81289824771005
10018	4	54.303346624136104
10018	5	64.03141754850088
10018	6	53.578212560386476
10018	7	98.46929512258737
10018	8	50.50435305658819
10018	9	12.891698047419805
10019	1	147.54384284284285
10019	2	173.97530588299497
10019	3	179.07360494841598
10019	4	69.93886711711713
10019	5	41.38621861025112
10019	6	74.35251443606221
10019	7	101.45258371385084
10019	8	46.409339988206554
10019	9	18.62847450264964
10020	1	498.50425925925924
10020	2	145.6326
10020	3	202.4851495726496
10020	4	0.25125000000000003
10020	5	0.24152777777777779
10020	6	62.391507936507935
10020	7	118.5054365079365
10020	8	15.510173611111112
10020	9	11.679242424242425
10021	1	150.93691160372194
10021	2	165.2163507625272
10021	3	278.16983091787444
10021	4	122.94068121693121
10021	5	121.07348986794172
10021	6	135.71093446824088
10021	7	187.3317900516796
10021	8	86.63353023909987
10021	9	47.275321969696975
10022	1	177.42488235820363
10022	2	230.23982771970577
10022	3	180.42007164669957
10022	4	139.84142962962963
10022	5	99.67956883087908
10022	6	102.86892101621194
10022	7	117.84702747909199
10022	8	88.10912257495592
10022	9	30.578698229077407
10023	1	146.8310823092678
10023	2	137.32283317836666
10023	3	168.62155458742924
10023	4	87.57291182733256
10023	5	42.613393055555555
10023	6	70.724571616048
10023	7	105.65476211903048
10023	8	59.2534719241774
10023	9	21.001205833709218
10024	1	134.13219739455545
10024	2	160.48564969931272
10024	3	201.70810329218105
10024	4	122.93778224365845
10024	5	78.4703725824801
10024	6	102.29479622745423
10024	7	76.86057526881721
10024	8	64.91763589666866
10024	9	26.657579545454546
10025	1	133.1974918688467
10025	2	182.94794780112863
10025	3	213.81592446283756
10025	4	130.9303932409628
10025	5	65.01603659368394
10025	6	82.93490583371613
10025	7	98.49967291045834
10025	8	65.42783493077742
10025	9	24.682210366965784
10026	1	140.80777178257395
10026	2	114.63610387522111
10026	3	186.15028546220398
10026	4	109.77198443223443
10026	5	89.55718370522162
10026	6	41.974283284385706
10026	7	67.11455003050641
10026	8	46.819671176840785
10026	9	11.2620883470551
10027	1	130.5074756097561
10027	2	126.74357121879589
10027	3	222.2244550855724
10027	4	115.52162984248616
10027	5	68.79811863779382
10027	6	83.68472172729523
10027	7	91.21391588117682
10027	8	65.84921583459405
10027	9	23.55584486598266
10028	1	130.7600530818388
10028	2	132.71806539351851
10028	3	178.4673706577975
10028	4	64.11496929327286
10028	5	61.82052828513445
10028	6	91.23148600554953
10028	7	153.99124109901922
10028	8	67.60317634363687
10028	9	21.895337390296405
10029	1	106.31163852498788
10029	2	137.2996987982483
10029	3	161.7538333786478
10029	4	127.38508748741188
10029	5	91.65581391954225
10029	6	50.31293005671078
10029	7	87.45833067401605
10029	8	50.26782016836826
10029	9	19.43533099191145
10030	1	131.91671855493132
10030	2	90.97579535054
10030	3	361.33745535714286
10030	4	124.47408730158732
10030	5	126.2340044271677
10030	6	59.14168005983441
10030	7	121.41193724382408
10030	8	73.35901490066226
10030	9	32.25367611434108
10031	1	96.06435391951618
10031	2	102.31094095288606
10031	3	259.13915278703087
10031	4	157.50472686013387
10031	5	75.48078877244839
10031	6	67.66563076640062
10031	7	67.10813490935506
10031	8	57.90675853407698
10031	9	17.319060174240434
10032	1	134.0163530027933
10032	2	185.6503151997263
10032	3	207.3367871315193
10032	4	152.4236463276836
10032	5	83.84075989006038
10032	6	50.96848309333714
10032	7	39.66824441336836
10032	8	34.59693817368314
10032	9	17.74136152721037
10033	1	133.6219406935067
10033	2	146.92023120138288
10033	3	247.1015511639532
10033	4	196.10426068722944
10033	5	80.22388611600444
10033	6	57.864985011990406
10033	7	53.4658785685565
10033	8	40.595812675590814
10033	9	15.684850918244345
10034	1	135.70235028976174
10034	2	114.26452003839692
10034	3	245.41006757369615
10034	4	101.7547622305141
10034	5	41.79208519827248
10034	6	28.488941534083562
10034	7	40.19700252188103
10034	8	20.387647252473485
10034	9	6.768605902777778
10035	1	122.57835590756045
10035	2	160.95713806035235
10035	3	249.88126182408584
10035	4	183.16669421755478
10035	5	104.668298047331
10035	6	66.61914094280928
10035	7	112.80792898402991
10035	8	61.30301661669166
10035	9	28.972236703528175
10036	1	228.1529424157303
10036	2	238.84503022452503
10036	3	220.46924440483266
10036	4	96.55288063691307
10036	5	50.59910197869102
10036	6	79.15519814814816
10036	7	114.65795721187025
10036	8	53.75511446681581
10036	9	24.00307324016563
10037	1	107.54971558872305
10037	2	175.40857592592593
10037	3	265.6118485380117
10037	4	64.94677397446347
10037	5	74.4094957774466
10037	6	67.13796674413457
10037	7	95.64237831294598
10037	8	73.76359538784067
10037	9	11.610961881589619
10038	1	81.00349476911977
10038	2	76.7656045751634
10038	3	100.97212287104624
10038	4	70.49485061369509
10038	5	28.785706836018175
10038	6	78.69090277777778
10038	7	79.18687431514356
10038	8	82.1205041416738
10038	9	30.554827138289365
10039	1	128.1231005892256
10039	2	144.33776008797093
10039	3	204.78068217790442
10039	4	145.85037413429689
10039	5	102.99769582565992
10039	6	83.92510362162717
10039	7	115.81302613574165
10039	8	63.43305280800088
10039	9	16.79490850970018
10040	1	119.58147265400116
10040	2	106.38437716562716
10040	3	190.03694160775072
10040	4	121.8617824660103
10040	5	37.77579401675131
10040	6	20.699299454669394
10040	7	41.36534639550265
10040	8	31.916680768197693
10040	9	13.16402823797953
10041	1	251.56965277777778
10041	2	0.0
10041	3	24.711388888888887
10041	4	0.055
10041	6	66.90194444444445
10041	7	19.02
10041	8	25.04652777777778
10041	9	11.008
10044	1	99.84869883040936
10044	2	25.023611111111112
10044	3	356.1059188034188
10044	4	105.2958111111111
10044	5	14.577760942760943
10044	6	44.05511229314421
10044	7	260.7818686868687
10044	8	59.79347670250896
10044	9	88.42696581196581
10045	1	35.85861111111112
10045	2	144.76000000000002
10045	4	0.15694444444444444
10045	5	1.0094444444444444
10045	8	898.1130555555555
10045	9	11.294027777777778
10048	8	0.2086111111111111
10048	9	7.65
10055	2	166.79861111111111
10055	9	230.31333333333333
10065	1	181.71607739665788
10065	2	202.3405875509017
10065	3	179.62758888888888
10065	4	56.990033444816056
10065	5	64.56169270833334
10065	6	75.49697633434039
10065	7	124.62379925925927
10065	8	83.12419107091588
10065	9	31.570691434468525
10069	1	121.90222222222222
10069	2	93.36195555555555
10069	3	162.19824074074074
10069	4	176.33378600823048
10069	5	69.76219696969697
10069	6	92.21061447811448
10069	7	62.991085858585855
10069	8	24.073712121212125
10069	9	10.480530303030303
10075	1	153.9861899269512
10075	2	127.19401180797522
10075	3	353.8232791977281
10075	4	288.2429024342363
10075	5	140.5117958152958
10075	6	165.35383580570098
10075	7	197.70220298553403
10075	8	129.25959090909092
10075	9	38.92618427069044
10103	1	38.09034722222222
10103	2	249.18166666666667
10103	3	0.35944444444444446
10103	5	0.021111111111111112
10103	6	0.0
10103	7	94.315
10103	8	0.5601388888888889
10103	9	2.7198611111111113
10105	1	103.34796296296297
10105	3	573.2024305555556
10105	4	0.12472222222222222
10105	5	2.05375
10105	7	69.42250000000001
10105	8	0.7172222222222222
10105	9	4.6752777777777785
10106	2	1.3
10106	3	60.31666666666666
10106	4	0.6466666666666666
10107	3	18.682954545454546
10107	5	21.411527777777778
10107	8	2.859583333333333
10110	1	12.721666666666666
10110	2	474.4212037037037
10110	7	2.3223611111111113
10111	2	1413.3508333333334
10111	3	1.2661111111111112
10111	4	10.039814814814815
10111	5	0.0575
10111	7	499.62083333333334
10112	2	408.2559722222222
10112	4	43.39333333333334
10112	6	24.920277777777777
10112	7	410.40333333333336
10112	8	24.799166666666668
10112	9	146.0914814814815
10115	3	171.98694444444445
10115	5	352.6045833333334
10115	6	1072.9636111111113
10115	7	389.7578703703704
10115	8	228.9449074074074
10118	1	437.93337962962966
10118	2	40.202916666666674
10118	3	30.24361111111111
10118	5	635.2755555555556
10118	7	30.953611111111112
10118	8	34.76833333333334
10119	1	448.7636111111111
10119	2	20.524675925925926
10119	3	22.578125000000004
10119	4	0.8402777777777778
10119	5	7.911277777777778
10119	6	1.2499259259259259
10119	7	3.233763888888889
10119	8	4.076319444444445
10119	9	6.91381313131313
10120	1	635.3035416666667
10120	2	10.325000000000001
10120	3	78.9462962962963
10120	4	3.267638888888889
10120	5	0.14319444444444443
10120	6	119.85486111111112
10120	7	110.71444444444445
10120	8	0.7571825396825397
10121	1	443.18600574712644
10121	2	446.75281362007166
10121	3	566.1737847222222
10121	4	10.692256944444443
10121	5	0.2165277777777778
10121	6	2.7862777777777774
10121	7	172.3541111111111
10121	8	291.2886666666667
10121	9	23.81719696969697
10122	2	1151.6479166666668
10122	3	89.16388888888889
10122	4	0.0
10122	5	0.32472222222222225
10122	7	39.75777777777778
10123	1	6.735722222222222
10123	2	3.009097222222222
10123	4	0.05333333333333334
10123	6	1.7075
10123	7	6.48125
10123	8	0.19
10123	9	0.4410185185185185
10128	1	166.36153787878789
10128	2	215.44654250404253
10128	3	206.35517916422575
10128	4	68.54115287490288
10128	5	80.15333411470543
10128	6	93.10892611321815
10128	7	107.93317869415809
10128	8	98.07323259525235
10128	9	35.97579323570433
10151	1	2.854722222222222
10151	7	0.2922222222222222
10151	8	0.24481481481481482
10151	9	2.267083333333334
10152	1	16.928888888888892
10152	2	22.036527777777778
10152	3	1198.1000000000001
10152	9	11.367777777777778
10153	6	184.8437037037037
10153	7	0.4421296296296296
10153	8	0.19111111111111112
10154	1	3.1352777777777776
10154	3	593.5290277777779
10154	6	359.9060185185186
10154	7	22.558333333333334
10154	8	24.878680555555558
10154	9	0.5769444444444445
10155	1	4.200555555555556
10155	2	1520.8005555555555
10155	3	35.92625
10155	4	1.2891666666666666
10155	6	1.6047222222222222
10155	8	0.6133333333333333
10158	2	1570.8972222222221
10158	3	24.0
10158	8	0.07111111111111111
10162	1	14.369305555555556
10162	3	10.61088888888889
10162	4	0.44125000000000003
10162	5	18.49402777777778
10162	6	42.48506944444444
10162	7	40.291923076923084
10162	8	27.00787037037037
10162	9	0.15555555555555559
10165	1	357.97576388888893
10165	2	4.387083333333333
10165	4	0.5296296296296297
10165	5	971.1036111111111
10165	7	63.98833333333334
10165	8	15.597962962962965
10166	1	0.44055555555555553
10166	5	0.04027777777777778
10167	7	2.4780555555555557
10168	1	799.7796666666666
10168	2	332.63048611111117
10168	3	360.5561666666666
10168	4	1.0964444444444443
10168	5	0.16583333333333333
10168	6	0.3711111111111111
10168	7	0.17324074074074072
10168	9	4.251111111111111
10169	1	7.814783950617285
10169	2	2.4086805555555557
10169	3	17.746219512195122
10169	4	4.339888888888889
10169	5	8.437173202614378
10169	6	7.8289850427350425
10169	7	25.35584422657952
10169	8	4.150428802588997
10169	9	4.600608747044918
10170	1	85.35
10170	2	2.7672222222222222
10170	4	0.1688888888888889
10170	6	15.895833333333334
10170	7	78.24188271604937
10170	8	118.50037037037038
10170	9	0.12576388888888887
10171	1	127.29777777777778
10171	3	23.333333333333332
10171	5	33.09097222222222
10171	9	22.296944444444446
10172	1	16.50138888888889
10172	2	56.634027777777774
10172	3	25.975925925925925
10172	7	143.87111111111113
10173	1	47.89472222222222
10173	4	0.44
10173	5	18.000000000000004
10173	7	9.090000000000002
10173	8	0.6055555555555555
10173	9	8.531666666666666
10174	3	411.5179166666667
10174	4	4.883611111111111
10174	5	0.09944444444444445
10174	9	83.24277777777777
10175	7	2.0052777777777777
10176	2	196.56666666666666
10176	3	91.41064814814814
10177	1	654.2323611111111
10177	3	52.863055555555555
10177	5	0.555
10177	6	0.14722222222222223
10177	7	21.18027777777778
10177	9	4.6075
10178	1	108.91324074074073
10178	3	2243.280555555556
10178	6	4.500601851851852
10178	7	0.21291666666666667
10178	8	37.27694444444444
10178	9	0.2927777777777778
10179	2	698.220324074074
10179	6	0.3869444444444444
10271	1	1996.1293055555557
10271	2	0.4211111111111111
10271	3	751.6545833333333
10271	6	4.426527777777778
10271	7	3.305555555555556
10271	8	0.0
10278	1	307.92284722222223
10278	2	4.19212962962963
10278	3	15.392777777777777
10278	4	14.615324074074076
10278	5	84.51513888888888
10278	6	52.640499999999996
10278	7	4.764166666666666
10278	8	12.851064814814814
10278	9	5.85
10279	1	23.529884259259262
10279	2	195.47750000000002
10279	4	0.21375
10279	5	0.32375
10279	6	0.17194444444444446
10279	7	7.58638888888889
10279	8	34.234722222222224
10279	9	205.4613888888889
10280	1	177.6625664251208
10280	2	76.00866898148148
10280	3	197.94969246031746
10280	4	18.258183183183185
10280	5	3.860833333333334
10280	6	49.919805555555556
10280	7	39.867540650406504
10280	8	37.78997777777778
10280	9	17.883849206349208
10281	1	328.97020833333335
10281	2	449.1543981481482
10281	3	646.3384722222222
10281	4	533.8083333333334
10281	5	20.830092592592592
10281	6	151.1791666666667
10281	7	52.13625
10281	8	43.484365079365084
10281	9	0.5485416666666667
10282	1	37.062092013888886
10282	2	138.86186274509805
10282	3	84.44439814814815
10282	4	48.54490740740741
10282	5	9.087509107468124
10282	6	79.86848765432099
10282	7	56.827842592592596
10282	8	235.49814814814815
10282	9	32.14944444444445
10301	1	124.53797357132973
10301	2	131.63723239436618
10301	3	176.22605804421022
10301	4	83.85783217073576
10301	5	79.97256144685164
10301	6	102.70980711076552
10301	7	124.92899844236761
10301	8	75.90838996289787
10301	9	32.47576490514905
10302	1	183.11683274021354
10302	2	162.26113267770876
10302	3	356.01442769897557
10302	4	107.4400293998378
10302	5	180.2213002873563
10302	6	86.87727812000912
10302	7	147.83012359011278
10302	8	86.41279202279203
10302	9	23.364393821391484
10303	1	120.12356097961867
10303	2	125.29143037037038
10303	3	172.86533242258653
10303	4	140.34518696581196
10303	5	95.241614755909
10303	6	95.60340905409782
10303	7	136.22226554907678
10303	8	62.621443236714974
10303	9	23.96710495455878
10304	1	126.28501464128844
10304	2	137.0912812333865
10304	3	242.77238915814038
10304	4	205.24269893483708
10304	5	134.60696347997745
10304	6	104.39885302125877
10304	7	131.06717923558546
10304	8	103.37567362335881
10304	9	33.40622321701868
10305	1	107.7617093639576
10305	2	86.6038540213854
10305	3	115.09505282127766
10305	4	123.73023148148148
10305	5	122.53680022259321
10305	6	118.35377631578947
10305	7	121.8468761174968
10305	8	106.14529812779814
10305	9	24.623801382157602
10306	1	103.84597975583371
10306	2	110.15480657181573
10306	3	137.9806812707016
10306	4	74.62190776604068
10306	5	104.73465546942292
10306	6	145.4306855396066
10306	7	128.27716716049383
10306	8	115.14317127866632
10306	9	36.064438956433634
10307	1	157.92224666666667
10307	2	138.11995652173914
10307	3	127.67976273148149
10307	4	89.84339611872146
10307	5	55.55470469255663
10307	6	81.80068945442449
10307	7	78.22163407407407
10307	8	115.03682315064391
10307	9	36.72106635802469
10308	1	120.51071910695742
10308	2	102.18228235094853
10308	3	145.88002362055934
10308	4	57.0227380952381
10308	5	98.93996843434343
10308	6	68.87277342995169
10308	7	132.694666985341
10308	8	119.15104049756827
10308	9	37.94986633811231
10309	1	122.16076415293621
10309	2	133.10778500843577
10309	3	171.4324176198257
10309	4	88.49381334592383
10309	5	104.34664090501792
10309	6	156.22310024657114
10309	7	116.46491759125261
10309	8	126.4740264390897
10309	9	38.366216608594655
10310	1	109.01735270132518
10310	2	97.58751873385013
10310	3	170.7275368480726
10310	4	187.68826801801802
10310	5	61.21383524904215
10310	6	86.89447916666667
10310	7	100.3513576388889
10310	8	82.41727207977208
10310	9	31.238005674537803
10312	1	108.65717911877395
10312	2	140.04052836566726
10312	3	187.7370404562613
10312	4	83.25355234289296
10312	5	102.86109576780463
10312	6	128.6899630047655
10312	7	108.97802513227514
10312	8	132.61579788568918
10312	9	43.58061075875029
10314	1	100.64833309073265
10314	2	145.1208871493803
10314	3	140.6564406246978
10314	4	94.05505080109417
10314	5	107.91771165236929
10314	6	95.1054607688257
10314	7	99.34851323828921
10314	8	100.91565395592727
10314	9	29.90997313296904
10451	1	158.97118848653668
10451	2	164.87328086743616
10451	3	357.702972666272
10451	4	119.66290824915825
10451	5	77.1226520578733
10451	6	61.169425559291085
10451	7	72.83667911788869
10451	8	61.84325223361516
10451	9	21.198883442265796
10452	1	186.9793531267929
10452	2	183.13950774068698
10452	3	380.77328846938184
10452	4	127.6274304169439
10452	5	82.68078540337586
10452	6	75.25712635143937
10452	7	72.90368128970394
10452	8	48.727399399780204
10452	9	23.18750291065553
10453	1	212.9658538415366
10453	2	146.64825830040897
10453	3	272.4297882501075
10453	4	175.0166067390321
10453	5	95.63347831089632
10453	6	52.40008517770799
10453	7	74.23704086464474
10453	8	49.441657127991675
10453	9	19.97992875616064
10454	1	171.23428090766822
10454	2	140.13774156441718
10454	3	208.98192700817702
10454	4	122.81428400059978
10454	5	87.24755007153075
10454	6	75.24445220487537
10454	7	140.01392623511032
10454	8	56.26118315018315
10454	9	26.96311665964321
10455	1	141.2065016400164
10455	2	149.1420861111111
10455	3	163.16273757309943
10455	4	115.92949539776463
10455	5	102.03296504110095
10455	6	71.26166055590474
10455	7	95.58104285412709
10455	8	69.76612717381992
10455	9	20.82917861111111
10456	1	170.21168402777778
10456	2	171.55376981505944
10456	3	237.33581064886152
10456	4	152.38903081232493
10456	5	90.66697214372225
10456	6	73.22088398156438
10456	7	98.50406719959119
10456	8	88.13529631155043
10456	9	26.31238560521117
10457	1	152.12494608838605
10457	2	124.18310798594969
10457	3	230.41587595097212
10457	4	145.17961463223787
10457	5	68.61719931013798
10457	6	72.82946037014685
10457	7	83.12939464228863
10457	8	35.585283296541576
10457	9	26.186706042964165
10458	1	199.06039556962028
10458	2	151.69921897659
10458	3	226.88826842467466
10458	4	158.52988906868035
10458	5	122.84503432639205
10458	6	98.79361345370671
10458	7	110.16002383474576
10458	8	68.16765813566376
10458	9	26.760260397609464
10459	1	204.66627624560212
10459	2	214.849548098434
10459	3	317.49988679245286
10459	4	191.06138343156516
10459	5	106.03253239104829
10459	6	130.17340097792177
10459	7	129.0883413920137
10459	8	80.76957713662503
10459	9	27.41598137600579
10460	1	175.9240276801749
10460	2	154.36939577594123
10460	3	290.92162403100775
10460	4	159.992160250802
10460	5	106.36933745421246
10460	6	86.87391760611496
10460	7	99.9626823555883
10460	8	69.19829834424519
10460	9	23.826557682821555
10461	1	153.41320775116432
10461	2	153.46414474362945
10461	3	200.11760515873016
10461	4	134.3371623197625
10461	5	59.10608171559343
10461	6	145.33544266089862
10461	7	105.70355884389062
10461	8	98.93628209743221
10461	9	30.460568144499177
10462	1	144.88059909804835
10462	2	132.12303215742742
10462	3	177.7220602999694
10462	4	108.94621678946193
10462	5	76.05212000757145
10462	6	75.40146279443255
10462	7	104.42249379267537
10462	8	79.80060888517902
10462	9	34.261851061076605
10463	1	154.592715066731
10463	2	112.68392172739541
10463	3	129.0909677963244
10463	4	89.71654429046114
10463	5	63.552064944834505
10463	6	75.91800273077267
10463	7	99.36922441860465
10463	8	48.81133521870287
10463	9	21.947534859103516
10464	1	159.21984463276834
10464	2	187.9230358705162
10464	3	75.33020760233919
10464	4	62.978166016894086
10464	5	80.2835956175299
10464	6	140.81792897327708
10464	7	104.39283647798742
10464	8	81.16202562597809
10464	9	32.778930555555554
10465	1	126.4650850266609
10465	2	128.95702658540895
10465	3	78.44251022278624
10465	4	73.97143954248367
10465	5	87.3502147890723
10465	6	119.95803323412699
10465	7	81.62817671872196
10465	8	79.0654146956796
10465	9	19.30171610720791
10466	1	151.73649277866383
10466	2	161.26420813964089
10466	3	244.0434611251285
10466	4	42.66786378239838
10466	5	23.675222281440874
10466	6	40.67648677717323
10466	7	31.897815393090294
10466	8	15.822051916986727
10466	9	8.802545891005167
10467	1	255.80680497636922
10467	2	176.27319396099233
10467	3	295.24952045795794
10467	4	145.7903510821116
10467	5	112.71189234896197
10467	6	110.40724177097822
10467	7	130.8984296431468
10467	8	85.53514901113448
10467	9	28.40461091753775
10468	1	200.6879588993382
10468	2	145.66050816696915
10468	3	213.42737300094075
10468	4	113.67799865335869
10468	5	87.46043014533521
10468	6	65.71123640467884
10468	7	89.43672099823202
10468	8	47.64444535568921
10468	9	20.737470250743733
10469	1	164.48926708043194
10469	2	162.14960578148532
10469	3	166.0464882490464
10469	4	166.91140726043506
10469	5	129.61733779722442
10469	6	112.0049549728513
10469	7	111.56286383721759
10469	8	85.3671191930409
10469	9	27.286392801251957
10470	1	162.1229556898288
10470	2	174.11991804467655
10470	3	277.00475783475787
10470	4	109.3914576388889
10470	5	90.2264348331221
10470	6	97.8608785113616
10470	7	114.68677431328878
10470	8	86.02248493186582
10470	9	32.56828010645376
10471	1	72.61824558461882
10471	2	90.31983796296296
10471	3	114.60025877192983
10471	4	70.70840277777778
10471	5	76.66011454753722
10471	6	99.79105119825708
10471	7	108.011228453991
10471	8	73.78229280926264
10471	9	27.72601585014409
10472	1	133.2377195545393
10472	2	135.0226171548117
10472	3	260.8722062004326
10472	4	174.84820115110722
10472	5	93.96794488838154
10472	6	74.72495711930856
10472	7	66.81061518898535
10472	8	50.39293691148776
10472	9	20.609952781237027
10473	1	124.48744187405072
10473	2	97.93910436137072
10473	3	140.84229668767767
10473	4	78.17609170751633
10473	5	60.83568238406473
10473	6	67.58832237536966
10473	7	78.2064372368515
10473	8	49.770785326446834
10473	9	21.10395988768552
10474	1	254.18658520690778
10474	2	185.41444265809218
10474	3	274.8076967871486
10474	4	152.63978331704138
10474	5	104.3434103454416
10474	6	81.51678452579036
10474	7	139.17775516795865
10474	8	77.7520436067997
